checked_at,AA1892,AA2027,AA2388,AA2712,DL3951,DL4057,DL4119,UA1664,UA5425
2026-08-22 15:11:56,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 15:21:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 15:32:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 15:41:56,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 15:51:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 16:01:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 16:11:51,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-22 16:21:59,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-22 16:32:15,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-22 16:41:41,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 16:51:52,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 17:11:48,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 17:22:07,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 17:32:02,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-22 17:41:52,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-22 17:52:09,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 18:02:09,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 18:11:54,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 18:22:01,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 18:31:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 18:42:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 18:51:56,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 19:02:16,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-22 19:12:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 19:21:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 19:31:57,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 19:41:53,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 19:51:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 20:02:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 20:11:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 20:22:05,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 20:32:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 20:42:17,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-22 20:52:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 21:02:05,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 21:12:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 21:21:52,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 21:32:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 21:41:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 21:51:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 22:01:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 22:11:55,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 22:21:56,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 22:31:57,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 22:41:57,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 22:51:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 23:02:09,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-22 23:11:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 23:22:01,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 23:32:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 23:41:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-22 23:51:48,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 00:02:07,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 00:11:55,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 00:21:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 00:31:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 00:42:01,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 01:02:06,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-23 01:11:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 01:22:21,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 01:32:07,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 01:41:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 01:52:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 02:02:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 02:11:49,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 02:21:56,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-23 02:32:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 02:41:57,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 02:51:54,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 03:02:14,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 03:12:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 03:22:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 03:32:03,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 03:41:50,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 03:52:09,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 04:02:06,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-23 04:11:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 04:21:55,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 04:32:05,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 04:41:47,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 04:51:57,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 05:02:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 05:12:05,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 05:22:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 05:32:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 05:42:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 05:52:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 06:02:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 06:12:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 06:22:20,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 06:31:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 06:41:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 06:52:05,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 07:02:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 07:11:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 07:22:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 07:32:03,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 07:42:22,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 07:51:56,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 08:02:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 08:12:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 08:21:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 08:31:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 08:41:53,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 08:52:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 09:02:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 09:12:01,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 09:22:09,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 09:31:49,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 09:42:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 09:51:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 10:02:08,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 10:12:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 10:22:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 10:32:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 10:42:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 10:52:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 11:02:07,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-23 11:12:05,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 11:22:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 11:32:16,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-23 11:42:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 11:51:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 12:02:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 12:12:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 12:22:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 12:32:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 12:42:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 12:52:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 13:02:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 13:12:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 13:21:50,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 13:32:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 13:42:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 13:52:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 14:02:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 14:11:48,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-23 14:21:55,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 14:42:07,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 14:52:09,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-23 15:02:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 15:12:17,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-23 15:21:55,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 15:31:46,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-23 15:42:08,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-23 15:51:52,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 16:02:08,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 16:11:56,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 16:22:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 16:31:57,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 16:42:07,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 16:52:21,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 17:02:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 17:22:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 17:32:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 17:42:05,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 17:52:12,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 18:02:22,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 18:12:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 18:22:12,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 18:32:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 18:42:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 18:52:21,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 19:02:22,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 19:12:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 19:22:08,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 19:32:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 19:41:52,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 19:52:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 20:02:26,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 20:12:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 20:22:08,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 20:32:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 20:42:12,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 20:52:12,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 21:02:19,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 21:12:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 21:22:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 21:32:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 21:42:18,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 21:52:09,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 22:02:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 22:12:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 22:22:09,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 22:32:12,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 22:42:07,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 22:52:18,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 23:02:22,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 23:12:19,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 23:22:12,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 23:32:15,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 23:42:09,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-23 23:52:25,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-24 00:02:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 00:12:21,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 00:22:19,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 00:31:59,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 00:42:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 00:52:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 01:02:23,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 01:12:22,79.00,79.00,79.00,,,79.00,189.00,79.00,
2026-08-24 01:22:08,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 01:32:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 01:42:01,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 01:52:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 02:02:07,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 02:12:12,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 02:22:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 02:32:15,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 02:42:03,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 02:52:07,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 03:02:17,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 03:12:15,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 03:22:11,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 03:32:17,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 03:42:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 03:52:06,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 04:02:18,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 04:12:08,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 04:22:18,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 04:32:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 04:42:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 04:52:02,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 05:02:17,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 05:12:03,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 05:22:11,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-24 05:32:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 05:42:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 05:52:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 06:02:20,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 06:12:16,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 06:22:13,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 06:32:10,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-24 06:42:11,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 06:52:11,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 07:02:14,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 07:12:12,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 07:22:08,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 07:32:17,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 07:42:03,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 07:52:13,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 08:02:16,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 08:12:10,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 08:22:14,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 08:32:11,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 08:42:01,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 08:52:12,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 09:02:18,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 09:12:04,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 09:22:12,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 09:32:15,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 09:42:08,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 09:52:03,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 10:02:15,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 10:12:12,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 10:22:12,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 10:32:03,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 10:42:16,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 10:52:09,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 11:02:20,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 11:12:05,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 11:22:12,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 11:32:22,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 11:42:17,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 11:52:17,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 12:02:31,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 12:12:14,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 12:22:13,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 12:32:26,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 12:42:07,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 12:52:16,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 13:02:25,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 13:12:20,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 13:22:20,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 13:32:21,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 13:42:19,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 13:52:23,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 14:02:27,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 14:12:33,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 14:22:13,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 14:32:26,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 14:42:18,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 14:52:23,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 15:02:41,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 15:12:30,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 15:22:30,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 15:32:23,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 15:42:20,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
2026-08-24 15:52:23,79.00,79.00,79.00,79.00,79.00,79.00,249.00,79.00,79.00
